order_id,item,category,quantity,rate,order_data,delivery_address,payment_method
1763,Food Processor,Utensils,370,6643.63,2023-04-23,25 Rowan Boulevard - Zurich - Switzerland,Google Pay
5696,Action Figure,Toys & Games,555,60799.3,2023-04-19,67 Walnut Street - Paris - France,Buy now pay later
8957,Tank Top,Clothing,304,2802.82,2024-09-22,43 Aztec Boulevard - Guadalajara - Mexico,Cash On Delivery
2894,Jogger Pants,Clothing,524,119020.19,2025-03-26,98 Sauna Court - Turku - Finland,credit/debit cards
5629,Dumbbells,Sports,202,23343.04,2025-11-08,68 Desert Road - Seville - Spain,Apple Pay
2299,Nail Polish Set,Beauty & Personal Care,499,83752.4,2024-08-01,45 Elm Avenue - New York - USA,Apple Pay
7865,Sparkling Water,Beverages,522,76484.51,2025-02-04,89 Sakura Avenue - Kyoto - Japan,Paypal
5757,Wool Sweater,Clothing,351,83840.11,2025-10-09,15 Mountain Square - Bangalore - India,NFC
4302,Luggage Tag,Bags & Accessories,395,75519.8,2024-06-03,91 Juniper Way - Lisbon - Portugal,Cash On Delivery
3269,Lip Balm,Beauty & Personal Care,297,95903.97,2023-09-20,46 Sunset Way - Nairobi - Kenya,credit/debit cards
6645,Multivitamin,Health & Wellness,185,83917.87,2025-08-30,21 Zulu Square - Durban - South Africa,NFC
7698,Fruit Snacks,Sweets & Snacks,304,12143.64,2023-01-25,80 Savannah Avenue - Abuja - Nigeria,Google Pay
10404,Leather Boots,Footwear,535,49177.79,2023-12-06,79 Arctic Way - Tampere - Finland,Apple Pay
5371,Swim Trunks,Clothing,22,73266.26,2023-06-22,66 Delta Mews - Chittagong - Bangladesh,Google Pay
2607,Winter Coat,Clothing,125,43609.22,2025-02-02,45 Cobblestone Mews - Cork - Ireland,Paypal
9327,Rain Boots,Footwear,284,101897.4,2023-11-29,90 Forest Place - Ghent - Belgium,Paypal
7298,Denim Jacket,Clothing,197,42631.39,2024-02-23,87 Jasmine Drive - Jakarta - Indonesia,NFC
8003,Spice Rack,Utensils,352,111053.64,2025-02-12,67 Walnut Street - Paris - France,Buy now pay later
1972,Umbrella,Bags & Accessories,209,19703.17,2023-12-30,22 Sycamore Square - Mexico City - Mexico,NFC
4123,Boxing Gloves,Sports,371,103111.25,2024-03-15,91 Juniper Way - Lisbon - Portugal,Cash On Delivery
8679,Swimming Goggles,Sports,71,24623.56,2024-08-20,80 Savannah Avenue - Abuja - Nigeria,Apple Pay
9323,Dress Socks,Clothing,194,70777.63,2023-06-08,11 Chestnut Close - Mumbai - India,Google Pay
5352,Rain Boots,Footwear,389,42983.25,2026-01-04,22 Sycamore Square - Mexico City - Mexico,Paypal
9048,Collagen Powder,Health & Wellness,269,85421.44,2026-02-26,32 Aurora Drive - Stavanger - Norway,Buy now pay later
9417,Building Blocks,Toys & Games,400,28545.08,2025-04-23,57 Valley Place - Casablanca - Morocco,Google Pay
4875,Flannel Shirt,Clothing,358,106596.37,2023-05-27,22 Sycamore Square - Mexico City - Mexico,Apple Pay
9981,Almond Milk,Beverages,192,76881.75,2024-07-20,56 Montmartre Road - Marseille - France,Buy now pay later
3883,Herbal Tea,Tea & Coffee,246,128278.74,2024-03-07,87 Viking Place - Malmo - Sweden,NFC
3395,Hand Sanitizer,Health & Wellness,536,95392.48,2023-08-02,15 Mountain Square - Bangalore - India,Google Pay
7825,Flip Flops,Footwear,535,81410.99,2025-10-28,77 Poplar Place - Seoul - South Korea,Buy now pay later
7368,Dark Chocolate,Food,33,111117.2,2024-05-15,90 Forest Place - Ghent - Belgium,Apple Pay
2397,Blood Pressure Monitor,Health & Wellness,396,29475.01,2025-02-12,23 Promenade Drive - Munich - Germany,credit/debit cards
9328,Sparkling Juice,Beverages,280,84806.33,2025-03-29,87 Viking Place - Malmo - Sweden,Cash On Delivery
2999,Yoga Leggings,Clothing,14,52343.93,2024-01-26,70 Fjord Lane - Gothenburg - Sweden,Cash On Delivery
9049,Nail Polish Set,Beauty & Personal Care,357,99681.8,2024-02-28,21 Zulu Square - Durban - South Africa,Buy now pay later
1073,Badminton Set,Sports,26,3325.29,2026-02-13,12 Terrace Square - Christchurch - New Zealand,Cash On Delivery
8969,Pencil Case,Stationery,186,57341.55,2025-08-29,33 Spruce Street - Amsterdam - Netherlands,NFC
8870,Luggage Tag,Bags & Accessories,388,87346.03,2024-08-22,90 Forest Place - Ghent - Belgium,Cash On Delivery
8804,Oat Milk,Beverages,454,61752.3,2024-09-28,11 Volcano Avenue - Naples - Italy,credit/debit cards
7649,GPS Tracker,Gadgets,237,31924.91,2023-02-01,80 Savannah Avenue - Abuja - Nigeria,Apple Pay
5716,Crossbody Bag,Bags & Accessories,452,62249.26,2023-09-15,26 Beachfront Drive - Cancun - Mexico,credit/debit cards
8052,Green Tea,Tea & Coffee,468,113874.77,2023-01-30,66 Delta Mews - Chittagong - Bangladesh,Cash On Delivery
3771,Sunglasses,Bags & Accessories,256,27754.56,2025-08-08,13 Tundra Boulevard - Bergen - Norway,Buy now pay later
8808,Dish Rack,Utensils,107,49231.94,2026-01-11,69 Redwood Mews - Rome - Italy,Apple Pay
6557,Screen Protector,Electronics,371,132707.6,2023-07-28,39 Vineyard Close - Lyon - France,Apple Pay
5589,Sunglasses,Bags & Accessories,21,122323.65,2023-12-12,76 Carnival Close - Brasilia - Brazil,NFC
6056,Maple Syrup,Food,498,4597.72,2024-03-03,45 Cobblestone Mews - Cork - Ireland,Buy now pay later
6687,Baseball Cap,Bags & Accessories,224,71087.96,2025-08-15,35 Coastal Drive - Porto - Portugal,Apple Pay
1372,Blood Pressure Monitor,Health & Wellness,425,8809.88,2024-05-06,87 Jasmine Drive - Jakarta - Indonesia,Google Pay
2398,Rubik's Cube,Toys & Games,412,123808.91,2023-03-14,80 Ivy Court - Vienna - Austria,Google Pay
3455,Sketchbook,Stationery,270,59194.52,2024-11-27,76 Bamboo Street - Bangkok - Thailand,credit/debit cards
2145,Screen Protector,Electronics,540,56099.1,2023-07-11,54 Orchid Road - Kuala Lumpur - Malaysia,Cash On Delivery
5396,Luggage Tag,Bags & Accessories,445,36609.9,2025-02-04,87 Viking Place - Malmo - Sweden,Buy now pay later
7684,Slippers,Footwear,492,76243.48,2025-10-06,26 Beachfront Drive - Cancun - Mexico,Paypal
7544,Lollipops,Sweets & Snacks,64,19470.76,2023-04-10,24 Breeze Mews - Accra - Ghana,Paypal
5711,Ankle Boots,Footwear,276,107071.28,2026-03-13,89 Sakura Avenue - Kyoto - Japan,Apple Pay
9551,Body Lotion,Beauty & Personal Care,529,65847.43,2025-02-24,46 Sunset Way - Nairobi - Kenya,Paypal
6652,Electric Kettle,Utensils,454,75927.87,2023-03-23,58 Atlas Lane - Marrakech - Morocco,Cash On Delivery
1792,Sports Bag,Sports,260,112677.25,2023-10-03,35 Coastal Drive - Porto - Portugal,Cash On Delivery
8650,Slip-On Loafers,Footwear,52,24849.05,2023-08-04,21 Lotus Avenue - Singapore,Buy now pay later
6746,Cargo Shorts,Clothing,166,23514.1,2025-11-05,87 Viking Place - Malmo - Sweden,credit/debit cards
7347,Face Mask,Beauty & Personal Care,324,56415.86,2025-05-04,22 Temple Boulevard - Chiang Mai - Thailand,NFC
6654,Rice Cooker,Utensils,361,105353.07,2024-03-27,65 Lighthouse Road - Odense - Denmark,credit/debit cards
6536,Eraser Set,Stationery,514,7889.95,2024-09-23,12 Baker Street - London - UK,Paypal
1905,Blood Pressure Monitor,Health & Wellness,64,106564.29,2024-02-28,43 Mango Hill - Istanbul - Turkey,Paypal
6592,Dart Board,Toys & Games,228,67126.2,2024-05-04,32 Blossom Court - Manila - Philippines,NFC
8949,Laptop Stand,Electronics,161,75298.35,2025-01-27,44 Olive Court - Thessaloniki - Greece,Buy now pay later
4039,Yoga Mat,Sports,534,75649.65,2023-09-04,45 Cobblestone Mews - Cork - Ireland,Apple Pay
7028,Pull-Up Bar,Sports,104,7571.39,2025-06-16,22 Sycamore Square - Mexico City - Mexico,Buy now pay later
1308,Dish Rack,Utensils,133,33505.47,2026-01-16,88 Hazel Hill - Cape Town - South Africa,Apple Pay
4475,Swim Trunks,Clothing,175,101223.14,2026-02-18,44 Olive Court - Thessaloniki - Greece,Buy now pay later
5367,Tape Dispenser,Stationery,71,55272.75,2023-08-09,98 Garden Boulevard - Karachi - Pakistan,Google Pay
10828,Gym Gloves,Sports,362,75131.38,2024-05-11,55 Marina Close - Penang - Malaysia,NFC
3146,Salad Spinner,Utensils,298,126617.09,2023-11-24,12 Baker Street - London - UK,NFC
3765,Football,Sports,316,6245.82,2025-01-23,81 Lakeside Place - Busan - South Korea,Paypal
5085,Waffle Maker,Utensils,505,60284.3,2024-01-31,78 Oak Lane - Toronto - Canada,Buy now pay later
10927,Flannel Shirt,Clothing,248,48441.87,2024-04-21,54 Windmill Mews - Utrecht - Netherlands,Paypal
9534,Highlighter Set,Stationery,182,14306.9,2023-07-01,88 Hazel Hill - Cape Town - South Africa,Paypal
1346,Fish Oil Capsules,Health & Wellness,217,127410.87,2024-10-29,99 Beech Road - Oslo - Norway,credit/debit cards
3339,Sketchbook,Stationery,447,128839.53,2024-10-01,44 Willow Walk - Beijing - China,Apple Pay
9217,Building Blocks,Toys & Games,300,41772.8,2024-10-19,25 Rowan Boulevard - Zurich - Switzerland,Cash On Delivery
1583,Pulse Oximeter,Health & Wellness,105,126864.64,2024-02-20,72 Meadow Way - Osaka - Japan,NFC
9557,Action Figure,Toys & Games,387,4759.17,2025-06-11,57 Glacier Mews - Geneva - Switzerland,Paypal
3814,Yoga Leggings,Clothing,418,131443.13,2024-12-23,67 Hutong Lane - Chengdu - China,Paypal
10177,Boxing Gloves,Sports,149,112024.52,2023-08-14,56 Montmartre Road - Marseille - France,Paypal
3936,Pencil Case,Stationery,315,28758.04,2024-03-21,90 Ash Way - Tokyo - Japan,credit/debit cards
5343,Correction Tape,Stationery,319,80359.66,2025-02-22,50 Hillside Road - Melbourne - Australia,Buy now pay later
7619,Rain Boots,Footwear,108,106983.45,2023-06-06,56 Montmartre Road - Marseille - France,Google Pay
2262,Action Camera,Gadgets,18,42819.1,2024-03-03,66 Fir Avenue - Stockholm - Sweden,Paypal
6570,Egg Boiler,Utensils,403,47434.22,2025-10-24,44 Olive Court - Thessaloniki - Greece,Cash On Delivery
6050,Conditioner,Beauty & Personal Care,347,84301.36,2024-06-14,50 Hillside Road - Melbourne - Australia,Paypal
8839,Gummy Bears,Sweets & Snacks,400,19751.44,2024-09-01,66 Fir Avenue - Stockholm - Sweden,Apple Pay
10962,Coffee Beans,Tea & Coffee,218,15882.37,2025-03-18,34 Birch Boulevard - Berlin - Germany,Buy now pay later
7643,Denim Jacket,Clothing,293,33510.09,2024-01-28,76 Bamboo Street - Bangkok - Thailand,NFC
5092,Cycling Helmet,Sports,546,99342.73,2025-09-01,12 Baker Street - London - UK,Buy now pay later
5064,Duffle Bag,Bags & Accessories,136,49155.19,2023-02-10,47 Holly Drive - Helsinki - Finland,Apple Pay
5180,Sports Bag,Sports,367,68010.52,2024-07-20,92 Savanna Road - Johannesburg - South Africa,Paypal
9141,Cycling Helmet,Sports,85,26229.02,2024-12-11,58 Atlas Lane - Marrakech - Morocco,Paypal
4212,Resistance Bands,Sports,49,26048.87,2023-10-25,48 Riverside Mews - Shanghai - China,credit/debit cards
2669,Smart Plug,Electronics,532,87178.5,2025-07-12,33 Pearl Square - Cebu - Philippines,Apple Pay
4343,Peppermint Tea,Tea & Coffee,84,14564.87,2023-04-24,67 Walnut Street - Paris - France,Paypal
1227,Makeup Brush Set,Beauty & Personal Care,369,89507.9,2025-02-09,54 Orchid Road - Kuala Lumpur - Malaysia,credit/debit cards
2061,Electric Fan,Electronics,292,53723.4,2025-01-21,11 Volcano Avenue - Naples - Italy,Apple Pay
1900,Cycling Helmet,Sports,452,89967.39,2025-07-18,89 Cedar Court - Dublin - Ireland,NFC
8716,Desk Organizer,Stationery,310,51181.96,2023-09-18,13 Tundra Boulevard - Bergen - Norway,NFC
8224,Energy Drink,Beverages,391,113380.17,2023-07-20,66 Fir Avenue - Stockholm - Sweden,Paypal
7968,Pulse Oximeter,Health & Wellness,498,7489.51,2024-11-21,17 Lakeview Avenue - Vancouver - Canada,Paypal
5619,Cycling Helmet,Sports,463,119708.87,2026-02-15,90 Forest Place - Ghent - Belgium,NFC
8171,Jelly Beans,Sweets & Snacks,405,36035.93,2025-07-15,65 Lighthouse Road - Odense - Denmark,credit/debit cards
2612,Teeth Whitening Kit,Beauty & Personal Care,102,5746.23,2023-09-23,90 Ash Way - Tokyo - Japan,Paypal
10007,Black Tea,Tea & Coffee,105,75384.22,2024-05-06,92 Savanna Road - Johannesburg - South Africa,NFC
6010,Toaster Oven,Utensils,283,30100.8,2023-11-26,59 Rainforest Avenue - Rio de Janeiro - Brazil,NFC
10381,Green Tea,Tea & Coffee,371,61559.92,2025-07-09,34 Birch Boulevard - Berlin - Germany,Paypal
2523,Football,Sports,375,107521.26,2024-09-04,24 Alpine Square - Salzburg - Austria,credit/debit cards
5973,Portable Charger,Electronics,440,106078.91,2024-06-09,67 Walnut Street - Paris - France,Cash On Delivery
7963,Rice Cakes,Sweets & Snacks,70,80471.98,2023-01-28,22 Temple Boulevard - Chiang Mai - Thailand,Paypal
5956,Matcha Powder,Tea & Coffee,108,131038.04,2025-01-22,80 Ivy Court - Vienna - Austria,credit/debit cards
5462,Waffle Maker,Utensils,95,62169.14,2024-06-15,22 Sycamore Square - Mexico City - Mexico,Apple Pay
2662,Highlighter Set,Stationery,307,5323.76,2023-03-09,67 Walnut Street - Paris - France,Google Pay
4810,Dumbbells,Sports,357,109813.35,2023-09-05,61 Moorland Boulevard - Manchester - UK,NFC
3387,Smart Scale,Gadgets,76,29690.85,2025-05-08,91 Juniper Way - Lisbon - Portugal,Apple Pay
4015,Omega-3,Health & Wellness,484,23655.52,2025-06-03,61 Moorland Boulevard - Manchester - UK,Paypal
7837,Smart Watch,Electronics,178,9425.66,2024-08-13,34 Bollywood Court - Chennai - India,Google Pay
7303,Umbrella,Bags & Accessories,371,43971.24,2025-06-13,12 Terrace Square - Christchurch - New Zealand,Cash On Delivery
7072,Noise-Cancelling Headphones,Electronics,421,43738.03,2025-05-22,14 Pyramid Drive - Alexandria - Egypt,Paypal
4618,Mixed Nuts,Food,33,40605.17,2025-01-01,94 Harborview Street - Hamburg - Germany,Google Pay
10597,Eye Cream,Beauty & Personal Care,482,79508.48,2023-09-20,77 Poplar Place - Seoul - South Korea,credit/debit cards
1876,Honey Jar,Food,539,100720.11,2024-05-22,85 Riverside Drive - Chicago - USA,NFC
4426,Board Game,Toys & Games,533,125665.76,2025-08-20,78 Oak Lane - Toronto - Canada,Cash On Delivery
2180,Black Tea,Tea & Coffee,89,12645.95,2024-01-15,22 Sycamore Square - Mexico City - Mexico,credit/debit cards
4389,Heating Pad,Health & Wellness,226,20191.85,2025-02-21,21 Lotus Avenue - Singapore,credit/debit cards
10619,Decaf Coffee,Tea & Coffee,140,79059.68,2025-09-02,22 Temple Boulevard - Chiang Mai - Thailand,Paypal
4663,Rain Jacket,Clothing,258,13193.22,2024-09-28,58 Atlas Lane - Marrakech - Morocco,Buy now pay later
10086,Watch Strap,Bags & Accessories,542,49713.12,2024-08-29,57 Glacier Mews - Geneva - Switzerland,NFC
5951,Instant Coffee,Tea & Coffee,427,83709.21,2023-08-27,69 Redwood Mews - Rome - Italy,Cash On Delivery
7997,Salad Spinner,Utensils,431,104605.18,2024-08-16,88 Coral Way - Bali - Indonesia,Cash On Delivery
5574,Pasta,Food,242,29195.95,2023-03-12,98 Sauna Court - Turku - Finland,NFC
3658,Smart Watch,Electronics,521,89527.31,2023-06-02,68 Desert Road - Seville - Spain,Paypal
8643,Hair Dryer,Beauty & Personal Care,512,86564.78,2024-10-08,47 Safari Road - Mombasa - Kenya,Apple Pay
10692,Action Figure,Toys & Games,451,115197.12,2023-10-01,56 Montmartre Road - Marseille - France,Buy now pay later
3635,Pretzels,Sweets & Snacks,455,42075.45,2024-02-27,88 Coral Way - Bali - Indonesia,credit/debit cards
8788,Chamomile Tea,Tea & Coffee,367,100525.83,2024-03-13,56 Montmartre Road - Marseille - France,Cash On Delivery
3611,Winter Coat,Clothing,65,100781.42,2024-07-21,21 Lotus Avenue - Singapore,Google Pay
8169,Highlighter Set,Stationery,168,32088.73,2025-04-07,54 Orchid Road - Kuala Lumpur - Malaysia,credit/debit cards
8890,Peppermint Tea,Tea & Coffee,430,83254.51,2024-06-19,99 Beech Road - Oslo - Norway,credit/debit cards
5494,Ankle Boots,Footwear,191,90488.63,2025-09-22,14 Laurel Lane - Copenhagen - Denmark,Paypal
8369,Chamomile Tea,Tea & Coffee,107,36808.48,2024-07-31,92 Savanna Road - Johannesburg - South Africa,Apple Pay
3722,Water Filter,Utensils,527,60568.23,2026-03-11,43 Aztec Boulevard - Guadalajara - Mexico,Paypal
1792,Travel Pillow,Bags & Accessories,278,58421.97,2026-03-19,25 Rowan Boulevard - Zurich - Switzerland,Google Pay
1964,Mechanical Pencil,Stationery,480,103662.74,2024-05-29,88 Coral Way - Bali - Indonesia,NFC
5470,Mixed Nuts,Food,168,140.1,2025-06-22,67 Walnut Street - Paris - France,Buy now pay later
10026,Matcha Powder,Tea & Coffee,208,67162.37,2024-06-28,32 Aurora Drive - Stavanger - Norway,Paypal
2275,Egg Boiler,Utensils,200,24740.82,2025-10-27,26 Beachfront Drive - Cancun - Mexico,Apple Pay
5558,Sports Sandals,Footwear,216,86695.02,2025-06-23,15 Mountain Square - Bangalore - India,Paypal
8041,Badminton Set,Sports,251,91186.11,2024-02-16,13 Sunrise Close - Cairo - Egypt,Google Pay
3023,Action Figure,Toys & Games,175,67175.75,2024-01-28,87 Viking Place - Malmo - Sweden,Google Pay
8216,Jelly Beans,Sweets & Snacks,455,72654.9,2025-11-02,17 Lakeview Avenue - Vancouver - Canada,Apple Pay
4059,Brownie Mix,Sweets & Snacks,190,42251.03,2024-10-06,22 Sycamore Square - Mexico City - Mexico,Cash On Delivery
9087,Pressure Cooker,Utensils,253,42018.55,2025-04-02,37 Canal Court - Rotterdam - Netherlands,credit/debit cards
6792,Teeth Whitening Kit,Beauty & Personal Care,480,99859.43,2025-03-12,46 Harbor Close - Aarhus - Denmark,Paypal
6469,Fitness Tracker,Gadgets,250,17693.54,2023-08-02,99 Silk Place - Lahore - Pakistan,Cash On Delivery
2767,Smart Scale,Gadgets,19,103394.0,2023-10-22,15 Mountain Square - Bangalore - India,credit/debit cards
5632,Smart Watch,Electronics,14,87789.59,2025-11-25,43 Mango Hill - Istanbul - Turkey,Google Pay
9566,Perfume,Beauty & Personal Care,250,118527.04,2023-12-11,12 Baker Street - London - UK,Buy now pay later
1195,Hooded Sweatshirt,Clothing,365,34895.1,2025-10-19,65 Lighthouse Road - Odense - Denmark,credit/debit cards
8585,Rubik's Cube,Toys & Games,525,67852.56,2024-03-08,47 Holly Drive - Helsinki - Finland,Cash On Delivery
5928,Almond Milk,Beverages,84,5270.33,2025-09-24,98 Garden Boulevard - Karachi - Pakistan,Apple Pay
8195,Sparkling Water,Beverages,308,122282.04,2024-11-18,33 Spruce Street - Amsterdam - Netherlands,Cash On Delivery
7633,Melatonin,Health & Wellness,170,90519.36,2023-05-17,91 Juniper Way - Lisbon - Portugal,Buy now pay later
5321,Screen Protector,Electronics,258,83484.57,2023-11-30,34 Birch Boulevard - Berlin - Germany,NFC
4086,Basketball,Sports,253,98194.66,2026-01-24,65 Petal Lane - Dhaka - Bangladesh,Cash On Delivery
7273,Sketchbook,Stationery,183,38134.69,2023-09-19,21 Zulu Square - Durban - South Africa,Cash On Delivery
2402,Cereal,Food,23,80937.42,2023-10-12,58 Alder Close - Brussels - Belgium,Google Pay
6841,Dart Board,Toys & Games,54,107334.75,2023-07-14,87 Viking Place - Malmo - Sweden,Apple Pay
1947,Luggage Tag,Bags & Accessories,297,12142.87,2024-12-25,90 Forest Place - Ghent - Belgium,Paypal
7499,Food Processor,Utensils,135,128485.53,2025-08-12,34 Bollywood Court - Chennai - India,Buy now pay later
